"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option2 name","Option2 value","Option3 name","Option3 value","Price","Compare-at price","Cost per item","Charge tax","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Collection","product.metafields.spartan.department","product.metafields.spartan.spec_available_colours","product.metafields.spartan.spec_average_gross_unit_weight_kg","product.metafields.spartan.spec_average_net_unit_weight_kg","product.metafields.spartan.spec_box_dimensions_l_x_w_x_h_m","product.metafields.spartan.spec_brand","product.metafields.spartan.spec_cable_size_in","product.metafields.spartan.spec_capacity","product.metafields.spartan.spec_carton_size","product.metafields.spartan.spec_certification_standard","product.metafields.spartan.spec_colour","product.metafields.spartan.spec_compatibility","product.metafields.spartan.spec_dimensions","product.metafields.spartan.spec_dimensions_in","product.metafields.spartan.spec_end_fitting_type","product.metafields.spartan_erp.material_code","product.metafields.spartan_erp.product_group","product.metafields.spartan.spec_eu_size","product.metafields.spartan.spec_grade","product.metafields.spartan.spec_handle_type","product.metafields.spartan.spec_height","product.metafields.spartan.spec_hole_diameter","product.metafields.spartan.spec_inside_diameter_in","product.metafields.spartan.spec_length","product.metafields.spartan.spec_material","product.metafields.spartan.spec_net_buoyancy","product.metafields.spartan.spec_notes","product.metafields.spartan.spec_outside_diameter_in","product.metafields.spartan.spec_outside_diameter_after_swage_in","product.metafields.spartan.spec_ply","product.metafields.spartan.spec_shank_x_diameter_in","product.metafields.spartan.spec_size","product.metafields.spartan.spec_size_in","product.metafields.spartan.spec_size_length_mm","product.metafields.spartan.spec_size_number","product.metafields.spartan.spec_standard_tap_size_in","product.metafields.spartan.spec_stock_size_in","product.metafields.spartan.spec_strand","product.metafields.spartan.spec_strength","product.metafields.spartan_erp.supplier_type_code","product.metafields.spartan.spec_take_up_length_j_length_in","product.metafields.spartan.spec_temperature_limit_if_applicable","product.metafields.spartan.spec_thread_size","product.metafields.spartan.spec_torque_specification_ft_lb","product.metafields.spartan.spec_volume","product.metafields.spartan.spec_wattage","product.metafields.spartan.spec_width","product.metafields.spartan.spec_working_load_limit","product.metafields.spartan.spec_working_load_limit_lb","product.metafields.spartan.spec_working_load_limit_ton"
"NET NYLON KTLS 210D/45 2-1/4X50MD CF-11","net-nylon-ktls-210d-45-2-1-4x50md-cf-11-3160120","","CHING FA FISHING IMPLEMENTS FACTORY CO","","Nets","Spartan import, department:rope-line-nets, category:nets, Nets, CHING FA FISHING IMPLEMENTS FACTORY CO","false","draft","3160120","","Title","Default Title","","","","","","","","true","22680","g","true","manual","Nets","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NET NYLON KTLS 210D/45 2-1/4X50MD GREEN","net-nylon-ktls-210d-45-2-1-4x50md-green-3160200","","CHING FA FISHING IMPLEMENTS FACTORY CO","","Nets","Spartan import, department:rope-line-nets, category:nets, Nets, CHING FA FISHING IMPLEMENTS FACTORY CO","false","draft","3160200","","Title","Default Title","","","","","","","","true","22680","g","true","manual","Nets","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NET NYLON KTLS 210D/45 2-1/4X50MD WHITE","net-nylon-ktls-210d-45-2-1-4x50md-white-3160013","","CHING FA FISHING IMPLEMENTS FACTORY CO","","Nets","Spartan import, department:rope-line-nets, category:nets, Nets, CHING FA FISHING IMPLEMENTS FACTORY CO","false","draft","3160013","","Title","Default Title","","","","","","","","true","22680","g","true","manual","Nets","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PACKING FLAX 1/2 8.5 /LB","packing-flax-1-2-8-5-lb-2138-1-2in","<table><tbody><tr><th>Size</th><td>1/2</td></tr></tbody></table>","STELLAR INDUSTRIAL SALES LIMITED","","Flax Packing","Spartan import, department:maintenance-supplies, category:flax-packing, Flax Packing, STELLAR INDUSTRIAL SALES LIMITED","false","draft","2138 1/2IN","","Title","Default Title","","","","","","","","true","","","true","manual","Flax Packing","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1/2","","","","","","","","","","","","","","","","","",""
"PACKING FLAX 3/8 15.7 /LB","packing-flax-3-8-15-7-lb-2138-3-8in","<table><tbody><tr><th>Size</th><td>3/8</td></tr></tbody></table>","STELLAR INDUSTRIAL SALES LIMITED","","Flax Packing","Spartan import, department:maintenance-supplies, category:flax-packing, Flax Packing, STELLAR INDUSTRIAL SALES LIMITED","false","draft","2138 3/8IN","","Title","Default Title","","","","","","","","true","","","true","manual","Flax Packing","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3/8","","","","","","","","","","","","","","","","","",""
"PACKING FLAX 5/16 21.9 /LB","packing-flax-5-16-21-9-lb-2138-5-16in","<table><tbody><tr><th>Size</th><td>5/16</td></tr></tbody></table>","STELLAR INDUSTRIAL SALES LIMITED","","Flax Packing","Spartan import, department:maintenance-supplies, category:flax-packing, Flax Packing, STELLAR INDUSTRIAL SALES LIMITED","false","draft","2138 5/16IN","","Title","Default Title","","","","","","","","true","","","true","manual","Flax Packing","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5/16","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT EMBER PINK QT","paint-enamel-fluorescent-ember-pink-qt-35-2108-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Pink</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2108-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Pink","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT HORIZON BLUE QT","paint-enamel-fluorescent-horizon-blue-qt-35-2110-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Blue</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2110-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Blue","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT LIGHTNING YELLO","paint-enamel-fluorescent-lightning-yello-35-2109-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Yellow</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2109-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Yellow","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT QUART FIRE-RED","paint-enamel-fluorescent-quart-fire-red-35-2103-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Rednge</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2103-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Rednge","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT QUART FLAME-ORA","paint-enamel-fluorescent-quart-flame-ora-35-2101-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Orange</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2101-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Orange","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT QUART FLARE-ORA","paint-enamel-fluorescent-quart-flare-ora-35-2104-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Orange</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2104-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Orange","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT QUART IMPACT-YE","paint-enamel-fluorescent-quart-impact-ye-35-2107-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Yellow</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2107-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Yellow","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PAINT ENAMEL FLUORESCENT QUART SIGNAL-GR","paint-enamel-fluorescent-quart-signal-gr-35-2105-1300","<table><tbody><tr><th>Size</th><td>Quart</td></tr><tr><th>Colour</th><td>Green</td></tr></tbody></table>","PAINT SHOP ATLANTIC LTD.","","Marine Paint","Spartan import, department:maintenance-supplies, category:marine-paint, Marine Paint, PAINT SHOP ATLANTIC LTD.","false","draft","35-2105-1300","","Title","Default Title","","","","","","","","true","","","true","manual","Marine Paint","Maintenance & Supplies","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","Quart","","","","","","","","","","","","","","","","","",""
"PEAR LINK 1-1/4 GALV","pear-link-1-1-4-galv-g34120x","PEAR LINK 1-1/4 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>1-1/4&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>36000</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34120X","","Title","Default Title","","","","","","","","true","3856","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","1-1/4""","","","","","","","G341","","","","","","","","","36000",""
"PEAR LINK 1/2 GALV","pear-link-1-2-galv-g34108x","PEAR LINK 1/2 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>1/2&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>2900</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34108X","","Title","Default Title","","","","","","","","true","249","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","1/2""","","","","","","","G341","","","","","","","","","2900",""
"PEAR LINK 1 GALV","pear-link-1-galv-g34116x","PEAR LINK 1 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>1&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>10800</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34116X","","Title","Default Title","","","","","","","","true","1950","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","1""","","","","","","","G341","","","","","","","","","10800",""
"PEAR LINK 3/4 GALV","pear-link-3-4-galv-g34112x","PEAR LINK 3/4 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>3/4&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>6000</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34112X","","Title","Default Title","","","","","","","","true","885","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","3/4""","","","","","","","G341","","","","","","","","","6000",""
"PEAR LINK 3/8 GALV","pear-link-3-8-galv-g34106x","PEAR LINK 3/8 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>3/8&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>1800</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34106X","","Title","Default Title","","","","","","","","true","59","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","3/8""","","","","","","","G341","","","","","","","","","1800",""
"PEAR LINK 7/8 GALV","pear-link-7-8-galv-g34114x","PEAR LINK 7/8 GALV
<table><tbody><tr><th>Brand</th><td>Q</td></tr><tr><th>Size (in)</th><td>7/8&quot;</td></tr><tr><th>Working Load Limit (lb)</th><td>8300</td></tr><tr><th>Material</th><td>45#</td></tr><tr><th>Supplier Type Code</th><td>G341</td></tr><tr><th>Certification Standard</th><td>RR-C-271F</td></tr></tbody></table>","Qindao","","Links","Spartan import, department:rigging-hardware, category:links, Links, Qindao","false","draft","G34114X","","Title","Default Title","","","","","","","","true","1261","g","true","manual","Links","Rigging Hardware","","","","","Q","","","","RR-C-271F","","","","","","","","","","","","","","","45#","","","","","","","","7/8""","","","","","","","G341","","","","","","","","","8300",""
"Plaited Rope w/Trs. MP 38,1mm 675g/m 8PL","plaited-rope-w-trs-mp-38-1mm-675g-m-8pl-r338ml600sbc","<table><tbody><tr><th>ERP Material Code</th><td>CEN0038</td></tr><tr><th>ERP Product Group</th><td>Ropes</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>129.5</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>135.5</td></tr></tbody></table>","Cotesi","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, Cotesi","false","draft","R338ML600SBC","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","135.5","129.5","","","","","","","","","","","","CEN0038","Ropes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVC Buoy — White","pvc-buoy-white","<table><tbody><tr><th>Colour</th><td>White</td></tr><tr><th>Available Colours</th><td>White, Yellow, Orange, Blue, Red</td></tr></tbody></table>","PERONE INDUSTRIES LLC","","Buoys","Spartan import, department:safety-buoys-survival, category:buoys, Buoys, PERONE INDUSTRIES LLC","false","draft","13040020","","Dimensions","6x14","","","","","","","","true","","","true","manual","Buoys","Safety, Buoys & Survival","White, Yellow, Orange, Blue, Red","","","","","","","","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pvc-buoy-white","","","","","","","","13040021","","Dimensions","5x11","","","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R","r-clip-aluminum-2660-box","","Encore Hartco","","Clips","Spartan import, department:rigging-hardware, category:clips, Clips, Encore Hartco","false","draft","CLIP ALUMINUM 2660/BOX","","Title","Default Title","","","","","","","","true","","","true","manual","Clips","Rigging Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R","r-clip-tool-eclipser-2000","","ENCORE HARTCO","","Clip Tools","Spartan import, department:maintenance-supplies, category:clip-tools, Clip Tools, ENCORE HARTCO","false","draft","CLIP-TOOL ECLIPSER-2000","","Title","Default Title","","","","","","","","true","","","true","manual","Clip Tools","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RATCHET TIE DOWN 1.75""X10' C/W J HOOKS","ratchet-tie-down-1-75-x10-c-w-j-hooks-rsa161-75j10x","<table><tbody><tr><th>Width</th><td>1.75&quot;</td></tr><tr><th>Length</th><td>10'</td></tr><tr><th>Working Load Limit</th><td>3000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA161.75J10X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","10'","","","","","","","","","","","","","","","","","","","","","","","1.75""","3000","",""
"RATCHET TIE DOWN 1.75""X15' C/W J HOOKS","ratchet-tie-down-1-75-x15-c-w-j-hooks-rsa161-75j15x","<table><tbody><tr><th>Width</th><td>1.75&quot;</td></tr><tr><th>Length</th><td>15'</td></tr><tr><th>Working Load Limit</th><td>3000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA161.75J15X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","15'","","","","","","","","","","","","","","","","","","","","","","","1.75""","3000","",""
"RATCHET TIE DOWN 1.75""X25' C/W J HOOKS","ratchet-tie-down-1-75-x25-c-w-j-hooks-rsa161-75j25x","<table><tbody><tr><th>Width</th><td>1.75&quot;</td></tr><tr><th>Length</th><td>25'</td></tr><tr><th>Working Load Limit</th><td>3000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA161.75J25X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","25'","","","","","","","","","","","","","","","","","","","","","","","1.75""","3000","",""
"RATCHET TIE DOWN 1.75""X30' C/W J HOOKS","ratchet-tie-down-1-75-x30-c-w-j-hooks-rsa161-75j30x","<table><tbody><tr><th>Width</th><td>1.75&quot;</td></tr><tr><th>Length</th><td>30'</td></tr><tr><th>Working Load Limit</th><td>3000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA161.75J30X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","30'","","","","","","","","","","","","","","","","","","","","","","","1.75""","3000","",""
"RATCHET TIE DOWN 1.75INX20FT C/W J HOOKS","ratchet-tie-down-1-75inx20ft-c-w-j-hooks-rsa161-75j20x","<table><tbody><tr><th>Width</th><td>1.75“</td></tr><tr><th>Length</th><td>20‘</td></tr><tr><th>Working Load Limit</th><td>3000lbs</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA161.75J20X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","20‘","","","","","","","","","","","","","","","","","","","","","","","1.75“","3000lbs","",""
"RATCHET TIE DOWN 1""X10' C/W J HOOKS","ratchet-tie-down-1-x10-c-w-j-hooks-rs1601j10x","<table><tbody><tr><th>Width</th><td>1&quot;</td></tr><tr><th>Length</th><td>10'</td></tr><tr><th>Working Load Limit</th><td>1000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Steel handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1601J10X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Steel handle ratchet buckle","","","","10'","","","","","","","","","","","","","","","","","","","","","","","1""","1000","",""
"RATCHET TIE DOWN 1""X15' C/W J HOOKS","ratchet-tie-down-1-x15-c-w-j-hooks-rs1601j15x","<table><tbody><tr><th>Width</th><td>1&quot;</td></tr><tr><th>Length</th><td>15'</td></tr><tr><th>Working Load Limit</th><td>1000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Steel handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1601J15X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Steel handle ratchet buckle","","","","15'","","","","","","","","","","","","","","","","","","","","","","","1""","1000","",""
"RATCHET TIE DOWN 1""X16' C/W J HOOKS and D ring","ratchet-tie-down-1-x16-c-w-j-hooks-and-d-ring-116rwd","<table><tbody><tr><th>Width</th><td>1&quot;</td></tr><tr><th>Length</th><td>16'</td></tr><tr><th>Working Load Limit</th><td>1000</td></tr><tr><th>End Fitting Type</th><td>double J hook and D ring</td></tr><tr><th>Handle Type</th><td>Steel handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","116RWD","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook and D ring","","","","","Steel handle ratchet buckle","","","","16'","","","","","","","","","","","","","","","","","","","","","","","1""","1000","",""
"RATCHET TIE DOWN 1""X20' C/W J HOOKS","ratchet-tie-down-1-x20-c-w-j-hooks-rs1601j20x","<table><tbody><tr><th>Width</th><td>1&quot;</td></tr><tr><th>Length</th><td>20'</td></tr><tr><th>Working Load Limit</th><td>1000</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Steel handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1601J20X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Steel handle ratchet buckle","","","","20'","","","","","","","","","","","","","","","","","","","","","","","1""","1000","",""
"RATCHET TIE DOWN 2""X15' C/W J HOOKS","ratchet-tie-down-2-x15-c-w-j-hooks-rs1602j15x","<table><tbody><tr><th>Width</th><td>2&quot;</td></tr><tr><th>Length</th><td>15'</td></tr><tr><th>Working Load Limit</th><td>3335</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1602J15X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","15'","","","","","","","","","","","","","","","","","","","","","","","2""","3335","",""
"RATCHET TIE DOWN 2""X20' C/W J HOOKS","ratchet-tie-down-2-x20-c-w-j-hooks-rs1602j20x","<table><tbody><tr><th>Width</th><td>2&quot;</td></tr><tr><th>Length</th><td>20'</td></tr><tr><th>Working Load Limit</th><td>3335</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1602J20X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","20'","","","","","","","","","","","","","","","","","","","","","","","2""","3335","",""
"RATCHET TIE DOWN 2""X30' C/W FLAT HOOKS","ratchet-tie-down-2-x30-c-w-flat-hooks-230rf","<table><tbody><tr><th>Width</th><td>2&quot;</td></tr><tr><th>Length</th><td>30'</td></tr><tr><th>Working Load Limit</th><td>3335</td></tr><tr><th>End Fitting Type</th><td>FLAT HOOK</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","230RF","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","FLAT HOOK","","","","","Aluminium handle ratchet buckle","","","","30'","","","","","","","","","","","","","","","","","","","","","","","2""","3335","",""
